Date,AAPL,AMZN,ANET,APO,ARES,AVGO,BX,GOOGL,IBM,KKR,META,MSFT,NVDA,OWL,TSM
2024-10-14,229.38,187.54,103.37,137.29,154.47,179.53,145.49,163.91,223.00,134.83,587.04,412.62,137.85,19.31,188.08
2024-10-15,231.91,187.69,98.08,137.46,153.79,173.30,146.26,164.41,220.82,134.08,582.92,412.23,131.39,19.41,183.11
2024-10-16,229.86,186.89,101.52,138.72,154.60,174.13,149.44,164.11,221.49,133.97,573.49,409.65,135.51,19.93,183.45
2024-10-17,230.22,187.53,101.85,141.00,159.56,178.77,158.81,161.90,220.74,136.11,573.63,410.24,136.72,20.91,201.42
2024-10-18,233.05,188.99,100.50,140.82,160.66,177.15,161.27,162.38,220.10,138.06,573.17,411.66,137.78,21.27,196.47
2024-10-21,234.52,189.07,101.50,140.58,159.52,177.25,159.78,163.03,219.67,138.81,571.87,412.27,143.49,21.19,197.61
2024-10-22,233.90,189.70,99.14,139.78,158.66,176.65,157.66,164.09,220.15,138.41,578.68,420.86,143.37,20.65,194.22
2024-10-23,228.85,184.71,98.51,139.39,158.28,170.87,156.18,161.75,220.62,136.81,560.47,418.00,139.34,20.55,196.55
2024-10-24,228.66,186.38,98.93,142.06,161.55,168.74,158.75,161.69,207.01,141.48,564.53,418.12,140.19,20.83,193.68
2024-10-25,229.49,187.83,98.52,138.96,160.26,170.36,156.72,164.22,203.48,138.13,569.97,421.49,141.32,20.48,199.07
2024-10-28,231.46,188.39,98.10,140.66,161.69,169.40,159.86,165.66,201.81,138.99,574.85,419.96,140.30,20.54,190.50
2024-10-29,231.73,190.83,100.39,141.80,161.14,176.51,159.71,168.61,199.46,137.58,589.89,425.23,141.03,20.75,192.71
2024-10-30,228.19,192.73,99.00,141.65,159.82,173.95,161.33,173.35,194.22,138.42,588.41,425.80,139.12,20.60,190.30
2024-10-31,224.04,186.40,96.61,139.12,158.57,167.18,157.77,170.03,195.95,136.51,564.33,400.03,132.55,19.94,186.45
2024-11-01,221.06,197.93,98.54,136.93,153.07,166.35,158.14,170.20,197.40,135.85,563.92,403.99,135.19,19.13,188.81
2024-11-04,220.17,195.78,98.72,135.40,151.00,165.98,157.10,168.17,195.57,135.27,557.47,402.11,135.84,18.70,187.45
2024-11-05,221.60,199.50,101.28,144.96,155.50,171.25,159.53,168.66,196.75,137.42,569.16,405.06,139.69,19.00,191.56
2024-11-06,220.87,207.09,105.78,158.94,163.13,176.82,165.89,175.39,202.47,150.55,568.78,413.65,145.38,20.87,189.07
2024-11-07,225.59,210.05,107.75,155.20,159.13,181.01,165.81,179.60,202.55,149.01,588.32,418.81,148.65,20.28,196.87
2024-11-08,225.32,208.18,100.11,157.32,161.12,180.84,166.90,177.22,202.58,150.48,585.97,415.97,147.40,20.58,196.88
2024-11-11,222.61,206.84,99.33,161.93,162.07,176.18,172.26,179.21,202.44,154.14,579.83,411.51,145.03,20.85,189.88
2024-11-12,222.61,208.91,98.89,159.02,161.23,173.54,169.91,180.47,201.45,151.43,581.47,416.45,148.06,20.53,187.65
2024-11-13,223.50,214.10,98.79,159.59,158.35,170.94,170.76,177.75,201.50,150.41,576.68,418.59,146.04,20.19,182.65
2024-11-14,226.58,211.48,96.49,159.56,159.84,167.78,170.43,174.47,199.66,148.82,573.86,420.25,146.53,20.41,184.45
2024-11-15,223.38,202.61,93.60,158.90,158.12,162.33,170.62,171.40,195.84,148.33,550.91,408.55,141.76,20.30,182.02
2024-11-18,226.38,201.70,92.62,160.02,158.33,163.15,172.12,174.19,198.80,150.73,551.23,409.29,139.93,20.74,183.45
2024-11-19,226.64,204.61,94.43,163.85,161.09,162.83,173.91,176.99,200.86,151.06,557.88,411.29,146.78,21.03,185.60
2024-11-20,227.35,202.88,95.43,158.63,162.55,160.76,174.02,174.87,205.02,150.46,562.28,409.03,145.66,21.10,184.32
2024-11-21,226.87,198.38,101.24,160.71,165.50,161.44,182.47,166.57,212.47,155.89,559.87,407.26,146.44,21.87,187.13
2024-11-22,228.21,197.12,101.62,163.18,165.98,161.73,187.21,163.72,213.01,156.84,555.94,411.34,141.73,22.07,186.00
2024-11-25,231.19,201.45,99.93,170.14,166.46,162.31,181.63,166.59,216.03,157.15,561.88,413.10,135.81,21.92,181.11
2024-11-26,233.37,207.86,102.08,171.05,169.11,162.23,180.26,168.05,218.61,159.45,570.26,422.18,136.71,21.89,179.89
2024-11-27,233.24,205.74,100.57,169.31,165.28,157.24,177.77,168.16,216.79,158.22,565.94,417.25,135.13,21.36,177.30
2024-11-29,235.62,207.89,101.46,170.46,167.13,159.61,179.72,167.88,217.26,161.03,571.03,417.71,138.03,21.33,180.69
2024-12-02,237.86,210.71,102.53,167.84,164.50,163.97,175.92,170.40,217.24,157.85,589.44,425.13,138.41,20.71,190.23
2024-12-03,240.90,213.44,103.61,168.48,165.54,165.59,175.09,170.25,218.78,156.12,610.14,425.34,140.04,20.67,194.62
2024-12-04,241.26,218.16,105.43,170.16,167.24,167.96,174.46,173.27,223.07,155.82,610.27,431.48,144.91,21.06,196.38
2024-12-05,241.29,220.55,106.83,171.14,167.45,167.87,176.06,171.55,224.27,155.27,605.45,436.61,144.84,21.12,199.91
2024-12-06,241.09,227.03,108.25,173.20,168.39,176.80,175.87,173.60,227.41,156.23,620.20,437.55,142.23,21.21,198.66
2024-12-09,244.97,226.09,105.92,167.96,165.76,176.21,174.32,174.46,219.73,150.63,610.06,439.96,138.60,21.00,194.89
2024-12-10,245.98,225.04,104.78,170.15,166.54,169.19,178.29,184.21,221.37,150.10,615.78,437.31,134.87,21.08,187.82
2024-12-11,244.71,230.26,107.23,173.94,172.54,180.41,180.96,194.38,219.85,155.61,629.06,442.89,139.10,22.25,190.42
2024-12-12,246.17,228.97,106.88,171.80,172.81,177.91,178.98,190.96,221.89,153.99,627.18,443.45,137.14,22.07,187.94
2024-12-13,246.34,227.46,112.37,171.82,172.54,221.38,177.21,188.83,220.51,152.60,616.80,441.20,134.05,21.90,197.30
2024-12-16,249.23,232.93,116.53,173.50,173.72,246.19,177.25,195.64,219.09,154.36,621.17,445.46,131.80,22.30,198.51
2024-12-17,251.65,231.15,112.95,171.71,169.50,236.57,172.21,194.40,218.75,149.52,616.39,448.29,130.20,21.85,196.97
2024-12-18,246.26,220.52,108.07,163.07,160.84,220.21,161.48,187.42,210.34,141.35,594.25,431.45,128.72,20.53,191.97
2024-12-19,247.99,223.29,109.07,165.20,162.61,214.99,158.86,187.53,213.92,141.91,592.64,431.09,130.49,20.76,191.07
2024-12-20,252.66,224.92,112.81,166.56,167.32,217.43,160.67,190.42,213.39,145.92,582.37,430.67,134.50,21.11,193.59
2024-12-23,253.43,225.06,113.09,167.15,170.13,229.42,161.94,193.62,212.02,147.26,596.90,429.34,139.46,21.26,203.55
2024-12-24,256.34,229.05,114.65,170.28,172.09,236.66,165.24,195.09,214.39,150.86,604.76,433.36,140.01,21.63,202.54
2024-12-26,257.15,227.05,114.86,169.81,173.67,242.27,165.96,194.58,214.85,150.80,600.38,432.16,139.72,21.59,199.33
2024-12-27,253.75,223.75,113.03,165.83,170.61,238.71,163.66,191.76,212.83,148.17,596.86,424.68,136.81,21.22,197.93
2024-12-30,250.38,221.30,111.45,162.16,170.15,232.61,161.81,190.25,210.42,146.72,588.33,419.06,137.28,21.02,196.71
2024-12-31,248.62,219.39,110.53,160.84,168.26,228.92,162.16,188.32,210.01,146.24,582.63,415.78,134.09,20.91,193.86
2025-01-02,242.09,220.22,111.79,161.53,169.97,229.06,163.41,188.45,210.12,147.51,596.29,412.90,138.10,21.20,197.88
2025-01-03,241.61,224.19,115.20,164.64,172.14,229.62,165.44,190.79,212.71,150.31,601.66,417.60,144.25,21.60,204.78
2025-01-06,243.23,227.61,118.98,164.68,171.37,233.43,164.39,195.85,212.73,149.04,627.10,422.04,149.21,21.09,215.97
2025-01-07,240.46,222.11,115.29,158.21,169.54,225.76,161.15,194.47,213.96,144.97,614.85,416.63,139.93,20.35,207.54
2025-01-08,240.95,222.13,115.51,157.75,173.27,226.42,163.62,192.94,213.22,146.57,607.72,418.79,139.90,20.89,203.32
2025-01-10,235.14,218.94,114.34,151.33,166.37,221.49,155.04,191.04,209.94,139.34,612.83,413.26,135.71,20.27,204.54
2025-01-13,232.71,218.46,112.64,150.76,166.80,222.45,155.91,190.02,207.69,139.66,605.34,411.52,133.03,20.10,197.66
2025-01-14,231.60,217.76,114.91,155.17,170.30,221.87,159.25,188.67,208.03,142.03,591.33,410.02,131.56,20.27,197.75
2025-01-15,236.16,223.35,116.10,160.54,175.36,225.13,164.72,194.53,210.21,148.80,614.08,420.52,136.04,20.59,203.00
2025-01-16,226.62,220.66,118.13,161.59,178.59,226.52,166.21,191.91,212.72,151.51,608.29,418.81,133.37,21.03,210.85
2025-01-17,228.32,225.94,119.95,162.63,181.84,234.45,169.24,194.98,214.75,155.79,609.76,423.20,137.50,21.82,207.62
2025-01-21,221.04,230.71,121.50,164.82,185.08,237.28,170.72,197.02,214.25,158.90,613.43,422.68,140.62,22.02,214.68
2025-01-22,222.22,235.01,129.82,164.49,184.21,237.88,171.90,197.34,213.29,159.69,620.43,440.14,146.85,22.95,219.10
2025-01-23,222.05,235.42,129.12,165.32,186.20,237.25,174.48,196.95,215.95,163.47,633.32,440.64,147.00,23.40,220.49
2025-01-24,221.17,234.85,129.17,167.56,187.55,241.62,175.63,199.17,214.76,163.66,644.31,438.03,142.41,23.98,217.80
2025-01-27,228.20,235.42,100.30,162.89,180.57,199.58,171.66,190.81,214.12,159.38,656.63,428.66,118.24,22.75,188.78
2025-01-28,236.54,238.15,106.54,164.89,184.01,204.75,174.55,194.29,215.58,165.17,671.01,441.13,128.80,23.09,198.68
2025-01-29,237.64,237.07,107.84,166.63,183.84,203.75,174.35,194.39,218.42,164.42,673.16,436.32,123.52,23.05,198.61
2025-01-30,235.88,234.64,113.86,167.27,188.27,212.94,167.20,199.83,246.74,164.99,683.62,409.35,124.46,23.20,204.33
2025-01-31,234.30,237.68,115.23,166.51,188.40,218.48,166.57,202.96,244.28,165.19,685.79,409.42,119.89,23.38,205.48
2025-02-03,226.37,237.42,111.50,162.75,186.79,214.99,163.21,200.18,249.09,161.38,694.03,405.34,116.49,22.86,196.13
2025-02-04,231.12,242.06,112.32,158.34,185.68,219.63,160.67,205.31,252.65,147.62,700.73,406.77,118.47,22.15,200.30
2025-02-05,230.80,236.17,115.49,161.42,180.26,229.08,164.45,190.34,251.54,152.07,701.40,407.68,124.64,22.43,204.74
2025-02-06,231.54,238.83,115.27,160.57,182.18,228.45,164.16,190.60,242.12,149.88,708.49,410.17,128.49,22.26,206.63
2025-02-07,225.99,229.15,118.47,159.18,180.91,222.04,160.14,184.38,241.07,146.93,711.01,404.19,129.65,21.18,202.33
2025-02-10,226.26,233.14,120.23,157.93,180.57,232.08,159.93,185.50,239.73,146.26,713.87,406.62,133.37,21.35,204.13
2025-02-11,231.20,232.76,116.84,153.95,177.14,232.08,156.30,184.36,244.95,140.85,716.26,405.85,132.60,21.18,204.91
2025-02-12,235.42,228.93,109.64,153.33,173.76,233.37,152.61,182.66,246.02,137.97,721.81,403.48,130.94,20.94,202.59
2025-02-13,240.05,230.37,109.75,153.79,175.26,232.83,152.22,185.17,249.27,137.73,724.98,404.96,135.09,21.14,198.12
2025-02-14,243.10,228.68,106.87,158.56,176.96,230.11,156.35,184.27,251.28,139.15,733.05,402.88,138.64,21.52,200.16
2025-02-18,242.98,226.65,111.06,158.28,178.37,225.65,158.16,182.82,253.00,139.19,712.85,404.08,139.19,21.70,199.02
2025-02-19,243.37,226.63,103.92,156.53,177.49,225.85,158.26,184.31,254.20,137.08,700.31,409.14,139.02,21.72,197.26
2025-02-20,244.33,222.88,103.40,153.13,170.79,223.88,155.46,183.60,254.60,133.20,691.42,411.30,139.90,20.92,196.42
2025-02-21,244.05,216.58,98.30,147.03,165.47,215.91,150.23,178.73,251.47,130.89,680.19,403.47,134.23,20.04,194.60
2025-02-24,245.59,212.71,92.69,144.42,160.54,205.31,148.98,178.32,251.84,129.87,664.84,399.31,130.09,19.71,188.13
2025-02-25,245.53,212.80,92.88,141.91,159.07,199.99,149.14,174.51,247.88,128.29,654.27,393.28,126.44,19.25,185.89
2025-02-26,238.89,214.35,96.38,144.20,160.60,210.26,151.25,171.83,246.05,131.35,670.39,395.09,131.08,19.70,191.05
2025-02-27,235.85,208.74,91.57,144.00,158.84,195.31,149.29,167.62,243.54,130.87,655.00,387.98,119.97,19.22,177.76
2025-02-28,240.36,212.28,93.05,145.78,162.47,196.92,152.86,169.40,242.78,134.23,664.91,392.38,124.73,19.50,177.21
2025-03-03,236.57,205.02,86.01,141.20,161.35,185.01,150.37,166.14,240.61,131.67,651.83,383.98,113.89,18.86,169.79
2025-03-04,234.49,203.80,85.52,134.70,153.02,185.12,142.97,170.03,243.52,119.57,636.85,384.10,115.82,17.91,176.69
2025-03-05,234.30,208.36,87.82,137.25,154.93,189.17,144.21,172.12,241.73,121.80,653.24,396.37,117.13,18.45,180.90
2025-03-06,233.89,200.70,84.34,131.63,145.77,177.19,138.13,171.45,239.17,114.96,624.84,392.28,110.41,17.53,172.62
2025-03-07,237.61,199.25,83.36,129.31,147.28,192.50,137.68,172.96,251.53,114.11,622.58,388.75,112.52,17.59,173.85
2025-03-10,226.09,194.54,77.56,123.07,134.24,182.13,132.20,165.20,247.06,107.08,595.05,375.75,106.82,16.81,167.52
2025-03-11,219.49,196.59,79.13,127.37,135.93,187.70,131.03,163.38,239.42,110.98,602.73,376.04,108.60,17.08,167.83
2025-03-12,215.65,198.89,80.25,131.77,138.70,191.78,133.31,166.43,240.07,113.22,616.51,378.82,115.58,17.18,173.92
2025-03-13,208.40,193.89,80.14,127.20,133.25,188.95,129.50,162.10,236.39,107.60,587.73,374.38,115.42,16.74,168.44
2025-03-14,212.18,197.95,83.51,131.18,137.21,193.08,133.64,164.82,238.84,112.17,605.15,384.05,121.50,17.40,170.89
2025-03-17,212.69,195.74,85.09,135.46,140.92,192.05,140.17,163.62,243.29,114.52,602.46,384.19,119.36,18.00,173.00
2025-03-18,211.39,192.82,83.99,134.23,137.96,186.29,138.66,160.02,237.50,112.88,580.01,379.07,115.27,17.96,170.61
2025-03-19,213.92,195.54,84.42,140.05,141.40,193.11,142.01,163.23,242.63,115.37,581.70,383.32,117.36,19.03,171.23
2025-03-20,212.79,194.95,82.97,141.39,141.14,188.71,141.09,162.14,234.00,115.54,583.64,382.35,118.36,18.69,174.89
2025-03-21,216.94,196.21,83.13,140.06,141.49,189.82,140.66,163.33,234.53,115.33,593.85,386.72,117.54,18.70,174.16
2025-03-24,219.38,203.26,87.51,144.93,147.28,189.41,144.25,167.00,238.94,120.75,616.35,388.52,121.24,19.52,178.53
2025-03-25,222.38,205.71,86.94,144.45,149.08,186.45,143.43,169.87,240.33,120.95,623.78,390.57,120.52,19.61,178.27
2025-03-26,220.18,201.13,81.66,141.26,146.83,177.55,139.11,164.39,240.76,118.24,608.52,385.45,113.60,19.06,170.98
2025-03-27,222.48,201.36,78.96,138.71,142.15,170.34,137.06,161.58,236.78,116.36,600.15,386.05,111.27,18.47,165.79
2025-03-28,216.57,192.72,77.94,133.76,138.80,167.50,131.00,153.70,234.66,113.71,574.41,374.40,109.52,18.25,162.85
2025-03-31,220.77,190.26,77.48,133.74,140.44,165.82,132.58,154.01,239.14,114.45,574.04,371.03,108.23,18.15,163.59
2025-04-01,221.83,192.17,78.49,135.14,143.15,166.90,135.45,156.43,240.76,116.66,583.64,377.76,110.00,18.49,166.19
2025-04-02,222.52,196.01,80.16,138.22,148.00,170.44,140.06,156.40,240.41,119.69,581.57,377.71,110.27,19.16,167.91
2025-04-03,201.95,178.41,71.27,120.57,125.09,152.53,126.25,150.11,234.17,101.52,529.48,368.78,101.66,16.22,155.09
2025-04-04,187.23,171.00,64.37,106.14,113.07,144.88,118.60,145.01,218.77,91.86,502.69,355.66,94.18,14.40,144.67
2025-04-07,180.35,175.26,68.17,109.74,119.48,152.66,118.23,146.16,217.14,96.56,514.17,353.71,97.50,14.86,144.04
2025-04-08,171.37,170.66,69.50,107.83,118.02,154.53,113.89,144.11,212.57,93.56,508.39,350.45,96.17,14.43,139.31
2025-04-09,197.63,191.10,76.00,125.45,136.38,183.37,130.29,158.07,226.30,109.35,583.41,385.96,114.17,16.48,156.44
2025-04-10,189.26,181.22,72.65,121.04,130.05,170.65,120.89,152.20,220.76,100.85,544.09,376.93,107.42,15.57,148.93
2025-04-11,196.94,184.87,72.67,122.98,131.94,180.19,120.63,156.50,226.46,100.42,541.38,383.94,110.77,15.40,154.80
2025-04-14,201.28,182.12,73.59,122.59,132.55,176.65,123.75,158.43,229.91,102.09,529.34,383.31,110.56,15.58,153.57
2025-04-15,200.90,179.59,73.20,124.86,135.37,177.23,126.67,155.68,231.49,103.18,519.42,381.25,112.04,15.92,155.04
2025-04-16,193.08,174.33,71.87,122.29,133.72,172.93,122.72,152.71,229.44,101.03,500.28,367.30,104.34,15.49,149.46
2025-04-17,195.78,172.61,71.20,123.82,135.29,169.35,123.68,150.55,229.67,102.33,499.46,363.51,101.35,15.77,149.53
2025-04-21,191.98,167.32,67.67,116.84,131.31,164.61,114.03,147.07,227.18,96.97,482.71,354.95,96.77,14.94,145.71
2025-04-22,198.52,173.18,68.67,120.82,135.75,167.95,118.48,150.86,231.68,101.25,498.26,362.56,98.75,15.36,149.20
2025-04-23,203.35,180.60,70.76,123.60,139.81,175.21,120.46,154.72,236.08,105.74,518.17,370.05,102.57,16.00,155.52
2025-04-24,207.10,186.54,75.29,130.21,146.53,186.34,127.62,158.63,220.55,112.11,531.00,382.81,106.28,16.73,161.79
2025-04-25,208.00,188.99,77.91,130.29,147.40,190.46,126.02,161.30,223.51,112.49,545.06,387.30,110.85,16.75,162.70
2025-04-28,208.86,187.70,78.31,133.18,146.92,190.62,127.60,159.96,227.12,112.79,547.52,386.62,108.58,16.98,161.02
2025-04-29,209.92,187.39,80.73,134.34,146.36,189.33,127.56,159.51,230.23,113.20,552.20,389.47,108.87,16.84,162.09
2025-04-30,211.20,184.42,82.27,133.29,146.11,190.62,125.81,158.16,232.56,113.12,546.79,390.67,108.77,16.78,164.27
2025-05-01,212.02,190.20,87.84,134.67,145.86,195.43,127.42,160.65,230.48,113.34,569.90,420.46,111.45,16.22,170.21
2025-05-02,204.09,189.98,91.02,132.21,150.46,201.68,131.26,163.37,236.15,115.76,594.61,430.23,114.34,16.66,176.67
2025-05-05,197.67,186.35,90.38,130.85,153.99,198.79,130.01,163.54,239.64,113.64,596.85,431.11,113.66,16.72,173.83
2025-05-06,197.30,185.01,90.77,126.29,152.91,198.17,128.00,162.57,239.58,112.51,584.94,428.28,113.38,16.16,169.77
2025-05-07,195.05,188.71,86.45,126.32,155.26,202.84,130.04,150.77,243.67,115.04,594.40,428.32,116.90,16.38,172.00
2025-05-08,196.28,192.08,87.27,130.08,158.87,205.77,133.55,153.66,244.41,117.54,595.60,433.09,117.21,16.79,172.67
2025-05-09,197.32,193.06,86.52,129.37,158.01,206.20,133.15,152.13,241.25,116.89,590.10,433.64,116.49,16.73,173.95
2025-05-12,209.78,208.64,92.32,140.10,165.31,219.45,142.33,157.82,245.60,124.16,636.85,444.05,122.83,17.79,184.26
2025-05-13,211.91,211.37,97.25,141.68,165.24,230.19,141.94,158.88,250.35,125.82,653.38,443.93,129.75,18.08,191.17
2025-05-14,211.31,210.25,98.22,140.87,168.43,229.89,141.77,164.70,249.60,127.94,656.70,447.68,135.15,18.30,191.93
2025-05-15,210.43,205.17,96.07,140.63,161.60,230.41,140.18,163.30,258.18,124.57,641.28,448.69,134.64,17.69,191.40
2025-05-16,210.24,205.59,96.42,140.98,162.99,226.41,140.13,165.52,258.25,124.83,637.76,449.82,135.21,17.85,191.40
2025-05-19,207.78,206.16,96.70,139.78,161.54,228.41,138.93,165.87,259.85,124.43,637.85,454.38,135.38,17.78,190.69
2025-05-20,205.87,204.07,95.67,136.52,159.04,229.45,137.74,163.32,258.44,123.09,634.53,453.69,134.19,17.45,190.64
2025-05-21,201.12,201.12,92.43,128.08,152.29,227.52,131.33,167.88,252.55,116.76,632.94,448.14,131.62,16.60,188.97
2025-05-22,200.39,203.10,92.56,128.21,153.15,228.32,130.80,170.18,250.13,117.20,634.00,450.41,132.64,16.70,193.34
2025-05-23,194.33,200.99,91.20,128.27,153.54,226.52,130.02,167.79,250.38,116.19,624.53,445.77,131.11,16.73,189.19
2025-05-27,199.25,206.02,92.49,130.52,157.67,233.39,133.06,172.20,254.84,119.89,639.73,456.18,135.31,17.15,194.81
2025-05-28,199.46,204.72,92.79,128.90,157.09,237.13,132.21,171.66,251.94,120.01,640.98,452.88,134.62,17.20,193.29
2025-05-29,198.99,205.70,86.37,129.08,157.96,239.65,132.66,171.16,250.44,121.29,642.45,454.19,139.00,17.17,194.28
2025-05-30,199.88,205.01,86.64,128.09,158.53,239.74,132.54,171.04,250.80,120.43,644.88,455.85,134.94,17.11,190.51
2025-06-02,200.73,206.65,89.78,127.93,159.77,246.32,132.59,168.35,255.49,120.84,668.19,457.45,137.19,16.99,192.01
2025-06-03,202.29,205.71,94.50,128.49,161.44,254.38,132.78,165.51,256.74,119.46,664.16,458.44,141.02,17.15,194.74
2025-06-04,201.84,207.23,94.94,127.71,161.90,258.57,132.54,167.37,257.05,119.49,685.18,459.33,141.72,17.43,199.46
2025-06-05,199.67,207.91,95.18,127.69,162.83,257.43,131.59,167.53,258.35,119.62,681.86,463.10,139.79,17.42,200.38
2025-06-06,202.94,213.57,97.25,130.80,166.56,244.56,134.16,172.98,260.30,122.35,694.90,465.78,141.52,17.64,202.20
2025-06-09,200.48,216.98,96.80,130.86,165.05,241.93,133.71,175.59,263.41,122.20,691.26,468.12,142.43,17.58,203.99
2025-06-10,201.70,217.61,93.70,132.92,161.48,242.28,136.56,178.09,267.43,122.97,699.57,466.31,143.76,17.46,209.37
2025-06-11,197.82,213.20,94.21,135.29,161.67,250.48,135.06,176.85,272.54,124.93,691.34,467.99,142.64,17.56,210.99
2025-06-12,198.24,213.24,95.77,135.36,163.62,253.61,134.48,175.20,272.07,124.18,690.56,474.18,144.81,17.60,213.07
2025-06-13,195.51,212.10,92.35,129.48,159.55,246.31,130.30,174.17,268.38,120.30,680.12,470.31,141.78,17.13,208.79
2025-06-16,197.47,216.10,95.09,131.43,161.08,249.68,132.07,176.27,272.84,122.35,699.83,474.45,144.50,17.29,213.32
2025-06-17,194.70,214.82,89.68,129.73,159.30,246.97,129.61,175.45,274.03,120.03,694.95,473.36,143.93,17.02,211.56
2025-06-18,195.63,212.52,90.24,130.44,161.38,248.85,131.33,172.83,274.18,121.38,693.50,475.54,145.29,17.10,211.16
2025-06-20,200.03,209.69,86.25,131.85,159.86,248.17,131.52,166.17,272.01,121.56,680.12,472.73,143.66,17.14,207.22
2025-06-23,200.53,208.47,91.95,131.37,159.46,251.92,132.12,164.72,279.96,121.10,696.25,481.24,143.98,17.01,208.02
2025-06-24,199.34,212.77,94.97,137.13,163.77,261.85,137.60,166.30,284.42,126.69,709.87,485.31,147.70,17.50,217.68
2025-06-25,200.59,211.99,96.31,134.99,162.79,262.72,137.14,170.19,281.78,127.75,706.36,487.45,154.10,17.43,220.30
2025-06-26,200.03,217.12,101.59,136.58,165.02,268.20,141.54,173.05,282.62,130.82,723.72,492.58,154.81,17.58,221.56
2025-06-27,200.11,223.30,99.39,140.08,167.01,267.39,144.34,178.02,280.46,133.15,731.23,491.09,157.54,17.81,226.07
2025-06-30,204.18,219.39,102.31,139.05,167.03,273.64,142.88,175.73,285.38,131.90,735.68,492.54,157.78,17.59,224.01
2025-07-01,206.82,220.46,98.91,138.81,168.51,262.81,145.93,175.34,281.92,131.33,716.87,487.23,153.10,17.60,222.22
2025-07-02,211.42,219.92,101.13,139.94,171.64,267.94,146.68,178.13,278.48,133.39,711.24,486.28,157.04,17.77,231.04
2025-07-03,212.52,223.41,102.52,141.60,171.62,273.18,148.18,179.02,282.66,137.42,716.66,493.96,159.13,17.92,232.23
2025-07-07,208.94,223.47,101.47,138.72,168.63,272.19,146.14,176.29,283.14,134.39,716.00,492.85,158.03,17.69,226.66
2025-07-08,209.00,219.36,103.39,142.13,168.86,269.82,149.35,173.86,281.16,136.77,718.32,491.76,159.79,17.73,225.37
2025-07-09,210.12,222.54,106.28,143.73,170.67,275.88,151.57,176.12,280.89,138.04,730.39,498.58,162.66,17.80,229.30
2025-07-10,211.39,222.26,106.29,145.26,173.72,273.40,156.71,177.11,278.27,141.84,724.86,496.57,163.88,17.95,227.25
2025-07-11,210.14,225.02,108.57,144.25,171.05,272.38,154.74,179.68,274.55,139.85,715.17,498.39,164.70,17.32,227.88
2025-07-14,207.62,225.69,108.37,145.58,173.92,273.60,156.04,181.04,274.74,138.25,718.56,498.10,163.85,17.61,226.17
2025-07-15,208.10,226.35,107.37,142.82,168.28,278.90,152.64,181.48,273.69,136.05,708.07,500.87,170.47,17.23,234.36
2025-07-16,209.15,223.19,108.30,149.67,173.51,278.77,158.49,182.45,272.93,141.84,700.61,500.67,171.14,18.48,234.96
2025-07-17,209.01,223.88,111.98,152.95,176.65,284.37,164.76,183.06,273.01,146.35,699.12,506.69,172.77,19.05,242.91
2025-07-18,210.16,226.13,111.78,148.98,176.60,281.28,161.16,184.53,276.76,144.74,701.98,505.06,172.18,18.88,237.77
2025-07-21,211.46,229.30,111.61,145.73,172.52,286.11,159.22,189.56,275.63,143.06,710.64,505.07,171.15,18.34,236.24
2025-07-22,213.37,227.47,109.78,146.68,171.90,276.56,161.79,190.80,272.97,143.74,702.51,500.32,166.81,18.27,232.03
2025-07-23,213.12,228.29,113.04,148.83,174.14,281.63,164.26,189.69,273.02,147.00,711.25,500.92,170.55,18.70,237.70
2025-07-24,212.73,232.23,114.04,148.63,175.85,286.61,170.13,191.62,252.20,148.92,712.46,505.88,173.51,18.60,238.96
2025-07-25,212.85,231.44,114.28,148.13,179.59,288.07,170.12,192.63,251.44,150.87,710.35,508.68,173.27,18.34,242.91
2025-07-28,213.02,232.79,117.55,145.74,180.69,292.16,169.01,192.03,254.82,150.86,715.29,507.48,176.51,18.14,240.09
2025-07-29,210.25,231.01,118.62,144.88,181.24,295.26,169.11,195.19,254.04,149.72,697.71,507.55,175.28,18.18,238.69
2025-07-30,208.04,230.19,122.09,142.57,181.04,300.42,167.49,195.97,251.96,149.15,692.94,508.22,179.03,17.87,240.25
2025-07-31,206.57,234.11,123.22,142.43,178.92,291.56,165.21,191.35,245.08,145.34,770.91,528.28,177.63,17.72,238.98
2025-08-01,201.41,214.75,117.57,135.54,176.32,286.54,162.77,188.59,242.08,141.34,747.56,518.98,173.49,17.26,232.64
2025-08-04,202.37,211.65,120.35,139.20,181.84,295.55,163.85,194.49,243.95,143.90,773.83,530.40,179.76,17.72,236.39
2025-08-05,201.94,213.75,118.12,142.65,181.29,290.80,161.14,194.12,242.68,141.45,760.97,522.58,178.02,17.72,229.93
2025-08-06,212.22,222.31,138.78,142.97,182.55,299.48,162.75,195.53,244.24,143.33,769.47,519.80,179.18,17.90,228.84
2025-08-07,218.97,223.13,139.28,138.31,180.29,301.55,161.10,195.96,242.18,140.98,759.34,515.74,180.53,17.35,239.97
2025-08-08,228.25,222.69,139.18,139.15,181.72,302.75,162.33,200.85,236.13,141.46,766.79,516.93,182.46,18.09,239.18
2025-08-11,226.34,221.30,137.65,139.29,179.91,301.69,163.44,200.43,230.31,140.55,763.37,516.66,181.82,18.09,239.44
2025-08-12,228.80,221.47,141.25,141.73,185.90,310.55,166.97,202.76,228.82,146.18,787.42,524.06,182.92,18.61,241.62
