Date,AAPL,AMZN,ANET,APO,ARES,AVGO,BX,GOOGL,IBM,KKR,META,MSFT,NVDA,OWL,TSM
2025-09-19,0.03153058,0.00108059,0.01991490,0.00874254,-0.00229244,-0.00118789,-0.00563373,0.01061680,0.00526902,-0.00281623,-0.00239962,0.01847306,0.00243675,-0.01000272,-0.01413311
2025-09-22,0.04219289,-0.01677193,-0.02854339,-0.00547256,-0.00553442,-0.01627816,-0.01060944,-0.00863487,0.01848444,-0.01331688,-0.01645514,-0.00674149,0.03853049,-0.02031059,0.02887646
2025-09-23,-0.00646412,-0.03087187,-0.00905044,0.00643932,-0.00462638,0.00044276,-0.00393999,-0.00345108,0.00320062,0.00203950,-0.01283747,-0.01019870,-0.02861765,0.00645853,0.03630595
2025-09-24,-0.00836720,-0.00226799,-0.01011411,-0.05482652,-0.07399336,0.00109099,-0.03763630,-0.01812398,-0.01745213,-0.06531301,0.00693896,0.00180499,-0.00821617,-0.07518132,-0.00709946
2025-09-25,0.01791161,-0.00939880,0.00294014,-0.00753802,-0.02962053,-0.00950540,-0.01402427,-0.00547760,0.05068750,-0.01666697,-0.01556769,-0.00613464,0.00406025,0.00404034,-0.01453281
2025-09-26,-0.00550424,0.00744417,-0.00392211,0.01095864,-0.00165462,-0.00468217,-0.00159574,0.00304680,0.01014599,-0.01223743,-0.00691385,0.00869917,0.00281000,0.02277983,-0.01199982
2025-09-29,-0.00404017,0.01081581,0.00608667,0.00586820,0.00226674,-0.02001796,0.00466621,-0.01015113,-0.01599023,0.00350104,-0.00047057,0.00612047,0.02033176,-0.01132499,-0.00047550
2025-09-30,0.00078588,-0.01177172,0.01618972,-0.03805992,-0.02183761,0.00611124,-0.03049312,-0.00390014,0.00839933,-0.03426567,-0.01220779,0.00648893,0.02567790,-0.03653649,0.02193678
2025-10-01,0.00321508,0.00481599,0.02413838,-0.02522731,-0.03662467,0.01049316,-0.01622701,0.00737699,0.01522931,-0.01926871,-0.02347658,0.00339231,0.00353122,-0.04778653,0.03234038
2025-10-02,0.00655508,0.00803543,-0.03275408,-0.02115333,-0.02316758,0.01426523,-0.00908324,0.00322066,0.00080253,-0.02253185,0.01344524,-0.00766824,0.00877356,-0.00559184,-0.00124882
2025-10-03,0.00345529,-0.01312478,0.00717339,-0.01058794,0.01181489,0.00056165,0.01116322,-0.00138483,0.00573811,0.02394294,-0.02294183,0.00311675,-0.00674622,0.01361412,0.01406201
2025-10-06,-0.00516785,0.00631232,0.02712031,0.00641357,-0.01520687,-0.00854783,-0.00930409,0.02049363,0.00363469,-0.00612930,0.00715183,0.02145570,-0.01114821,0.01524889,0.03434631
2025-10-07,-0.00081839,0.00397581,-0.02856469,-0.00514344,-0.00977457,0.00273845,-0.01193497,-0.01882396,0.01525848,-0.01709167,-0.00361157,-0.00872186,-0.00269837,-0.02513156,-0.02806886
2025-10-08,0.00614126,0.01539181,0.07980448,-0.00996614,0.00777383,0.02666215,-0.01496797,-0.00464945,-0.01512045,0.00008022,0.00665313,0.00165902,0.02175678,0.02452603,0.03505487
2025-10-09,-0.01570038,0.01112694,0.00551347,-0.01014751,-0.01710136,-0.00139026,-0.01120394,-0.01271231,-0.00425819,-0.00538607,0.02159450,-0.00467879,0.01813089,-0.01587334,-0.01535429
2025-10-10,-0.03513200,-0.05121477,-0.02644786,-0.04401770,-0.04429116,-0.06091640,-0.04376996,-0.02074949,-0.03678539,-0.05160734,-0.03921801,-0.02214234,-0.05009962,-0.05113146,-0.06623842
2025-10-13,0.00969716,0.01695583,-0.04411267,0.03507377,0.01933204,0.09420908,0.02814916,0.03153865,-0.00216194,0.02199366,0.01463779,0.00602924,0.02778255,0.04309932,0.07622588
2025-10-14,0.00044403,-0.01686338,-0.06052716,0.04159267,0.04059083,-0.03587566,0.03613725,0.00531044,-0.00386729,0.04497147,-0.00989920,-0.00093412,-0.04501919,0.03893429,-0.02321317
2025-10-15,0.00631654,-0.00379662,0.03253653,0.00047006,0.01004422,0.02070639,-0.00042691,0.02247921,0.01652045,-0.01213875,0.01248076,-0.00027269,-0.00111150,0.02125231,0.02920392
2025-10-16,-0.00760887,-0.00511584,0.01817659,-0.05521647,-0.06741501,0.00799470,-0.03691244,0.00171145,-0.01717251,-0.05737590,-0.00766638,-0.00355114,0.01095014,-0.07455743,-0.01611166
2025-10-17,0.01937069,-0.00668996,-0.02013135,0.00445878,0.00445049,-0.01370356,-0.01056385,0.00729064,0.01905842,0.00068055,0.00678801,0.00384318,0.00772543,0.01808597,-0.01600247
2025-10-20,0.03868082,0.01601823,0.02334514,0.03090646,0.03286482,-0.00025778,0.02607880,0.01274902,0.00839043,0.02111895,0.02104848,0.00623092,-0.00317058,0.03043450,0.00883987
2025-10-21,0.00201900,0.02531436,-0.00369328,0.00629062,0.02359237,-0.01902050,0.00615154,-0.02402436,-0.00565669,0.02928963,0.00150129,0.00168196,-0.00813632,0.02193973,-0.01077334
2025-10-22,-0.01657666,-0.01854684,0.00444395,0.00435620,-0.00006652,-0.00691116,0.00179488,0.00489895,0.01917340,-0.00307724,0.00019084,0.00554810,-0.00486940,0.00701348,-0.01930163
2025-10-23,0.00436250,0.01430418,0.04122848,-0.02788857,-0.01118831,0.01165677,-0.04257046,0.00550746,-0.00876861,-0.01916043,0.00080418,0.00003830,0.01037416,-0.05138525,0.00638375
2025-10-24,0.01240450,0.01401330,0.00691511,0.01572291,0.00611210,0.02817982,-0.00245496,0.02666843,0.07585581,0.00231207,0.00592240,0.00584216,0.02225802,0.02243203,0.01444465
2025-10-27,0.02253543,0.01223471,0.01925173,0.01090034,0.01085559,0.02211822,-0.00486294,0.03534041,0.01814586,0.00837792,0.01673451,0.01499359,0.02769215,0.01251125,0.01109242
2025-10-28,0.00070645,0.00999526,-0.00025508,-0.01514940,-0.00026510,0.02971563,-0.01413910,-0.00670704,-0.00166218,-0.01358777,0.00082545,0.01965425,0.04861856,-0.02154473,0.01093727
2025-10-29,0.00259894,0.00456971,0.03300171,0.00328857,-0.00272007,0.03428758,-0.01842984,0.02619888,-0.01404713,-0.01722732,0.00030607,-0.00095973,0.02945789,0.00181310,0.01173740
2025-10-30,0.00628356,-0.03283905,-0.02240551,-0.01151707,-0.02169249,-0.02494719,-0.00356520,0.02485519,0.00598438,-0.00371844,-0.12030238,-0.02959054,-0.02024805,-0.04318984,-0.00614829
2025-10-31,-0.00380238,0.09152569,-0.00474489,0.00694223,0.00959466,-0.01833585,-0.01186344,-0.00103089,-0.00858347,0.00186092,-0.02756446,-0.01523635,-0.00197346,-0.00569077,-0.00924384
2025-11-03,-0.00489420,0.03926480,-0.00063440,-0.00290014,0.04464761,-0.01934015,-0.00641887,0.00895722,-0.00875611,-0.00593322,-0.01654689,-0.00150745,0.02144837,0.02442954,0.01463784
2025-11-04,0.00367298,-0.01859703,-0.02597043,0.05157150,-0.01614256,-0.02970169,-0.01093048,-0.02202268,-0.01281451,0.00559507,-0.01642694,-0.00523590,-0.04039308,-0.03142938,-0.03610266
2025-11-05,0.00037028,0.00352334,-0.08938835,0.02452252,0.00156735,0.01980596,0.01023793,0.02410000,0.01948645,0.00505957,0.01366315,-0.01403853,-0.01766978,0.00191386,-0.00139531
2025-11-06,-0.00137076,-0.02903457,-0.04664884,-0.03631498,-0.01307037,-0.00948826,-0.00618598,0.00154654,0.01825025,0.00352638,-0.02711162,-0.02003532,-0.03720854,-0.04831218,-0.01509784
